model,image,input_size,detections,best_class_id,best_label,best_confidence,best_left,best_top,best_right,best_bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"yolo11s_640","ch0_20250430105300_20250430105600_f01818_jpg.rf.cf5f087c0b376cff623398bedca0f505.jpg",640,2,22,"130-cam-dung-va-do-xe",0.8613,1381.8795,611.8362,1423.6854,659.2332,152.3518,2315.4733,2482.2664,120.1718,291.7715,334.7500,36.2777,,"CPU"
"yolo11s_640","ch0_20250504150317_20250504150617_f01420_jpg.rf.e71c01097d00aafd575a2d1fa70714c9.jpg",640,1,0,"102-cam-di-nguoc-chieu",0.5221,893.8354,666.6034,913.2841,685.6870,148.1467,2324.0069,2488.1642,121.9362,287.0684,330.0391,36.2777,,"CPU"
"yolo11s_640","ch0_20250504150617_20250504150917_f03930_jpg.rf.68f5c2124f1b4f9e99953613121153c1.jpg",640,3,9,"124b-cam-oto-quay-dau-xe",0.7723,1152.2062,660.8028,1192.4911,700.0923,147.7005,2323.2063,2486.4035,120.6955,282.2598,324.8047,36.2777,,"CPU"
"yolo11s_640","ch0_20250504150917_20250504151217_f01340_jpg.rf.77fa98ad4dd622017e43de43df162dd2.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9287,526.4828,455.1483,645.1436,570.7140,147.8881,2323.2105,2483.1837,119.1208,296.7480,339.3047,36.2777,,"CPU"
"yolo11s_640","ch0_20250504150917_20250504151217_f03740_jpg.rf.d23464a0849d09491280af611f02aadb.jpg",640,2,54,"423a-duong-nguoi-di-bo-sang-ngang-1",0.8028,1666.8036,604.8045,1729.3751,695.3736,147.6490,2322.7732,2485.8194,120.4826,290.0967,332.7734,36.2777,,"CPU"
"yolo11s_640","ch0_20250504151217_20250504151517_f00100_jpg.rf.e3c5eab93106bc5a40bd66dd23b80c50.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9387,284.3291,349.6822,382.5785,476.0861,147.4088,2317.8163,2479.4909,122.1614,285.2412,328.1914,36.2777,,"CPU"
"yolo11s_640","ch0_20250504151217_20250504151517_f03230_jpg.rf.158925432bebc859c1d9f0759e35dcd1.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9445,623.4372,445.4135,729.8533,554.0992,147.5169,2325.1120,2485.9752,122.4462,280.1943,323.1719,36.2777,,"CPU"
"yolo11s_640","ch0_20250504151217_20250504151517_f04150_jpg.rf.b5dbe1e170bf594d4a67270e3afb7c43.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9036,1825.1647,618.5922,1849.8326,648.0059,147.4056,2315.4233,2477.3489,118.5940,295.0498,337.8008,36.2777,,"CPU"
"yolo11s_640","ch0_20250504151517_20250504151817_f02950_jpg.rf.f9fb161c48ac277e3c4377828c449261.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,148.1580,2317.1240,2478.0163,120.2970,290.2568,333.1953,36.2777,,"CPU"
"yolo11s_640","ch0_20250504151817_20250504152117_f00860_jpg.rf.aed04b9771fccada2de65166143e3eb3.jpg",640,2,0,"102-cam-di-nguoc-chieu",0.8924,805.8631,651.3657,839.3036,683.6306,147.5178,2316.9623,2479.8333,122.5476,285.5693,328.3438,36.2777,,"CPU"
"yolo11s_640","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",640,5,12,"127-toc-do-toi-da-100",0.9629,731.3612,240.7506,838.5676,339.1292,147.7359,2323.4178,2490.1698,121.5968,280.7529,323.4922,36.2777,,"CPU"
"yolo11s_640","ch0_20250504154520_20250504154820_f02180_jpg.rf.33f076286bb1639912441813a8e67f2d.jpg",640,1,19,"127-toc-do-toi-da-80",0.8869,1303.6527,578.0717,1396.0386,676.9047,147.7114,2317.1143,2478.9126,119.0436,295.6670,338.3438,36.2777,,"CPU"
"yolo11s_640","ch0_20250504154520_20250504154820_f02830_jpg.rf.4ce52082b9c10ae58656589d07172f7d.jpg",640,1,56,"438-ket-thuc-duong-cao-toc",0.7278,1308.4406,107.6651,1371.5713,171.9808,147.6904,2326.1088,2487.0765,120.0598,288.9248,331.5156,36.2777,,"CPU"
"yolo11s_640","ch0_20250504163332_20250504163632_f02200_jpg.rf.d8084ac703bc068a0dda1e098fcc769e.jpg",640,7,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9547,562.2034,477.5592,653.5291,565.3597,147.5080,2318.9886,2482.8863,121.3901,283.6826,326.7070,36.2777,,"CPU"
"yolo11s_640","ch0_20250504163332_20250504163632_f04020_jpg.rf.5fea7fffc3a908d01593f97b003a8404.jpg",640,1,49,"303-noi-giao-nhau-chay-theo-vong-xuyen",0.5936,1192.9868,732.4638,1215.3792,758.1506,147.5652,2314.5430,2475.6390,120.1302,298.3936,340.9805,36.2777,,"CPU"
"yolo11s_640","ch0_20250511151404_20250511151904_f02595_jpg.rf.d921c03cdea5fbba215a16bdfda74a5f.jpg",640,1,42,"301a-cac-xe-chi-duoc-di-thang",0.9577,1440.1367,248.9946,1560.8896,382.4981,148.0461,2323.4527,2486.3509,120.5371,291.5146,334.4219,36.2777,,"CPU"
"yolo11s_640","ch0_20250511152904_20250511153404_f01350_jpg.rf.095a607564ebd68f6172d7114a549455.jpg",640,2,2,"103b-cam-oto-re-phai",0.9656,1545.4944,554.1262,1603.9200,627.7244,147.7143,2316.9369,2480.6083,119.7681,286.4131,329.2695,36.2777,,"CPU"
"yolo11s_640","ch0_20250511153904_20250511154404_f02640_jpg.rf.a47a398c69b0b006451dac1cd622f542.jpg",640,3,0,"102-cam-di-nguoc-chieu",0.8788,451.9075,557.1888,484.6566,607.2217,147.8038,2317.7085,2480.6944,121.3358,281.4951,324.7031,36.2777,,"CPU"
"yolo11s_640","ch0_20250511161258_20250511161758_f01807_jpg.rf.338d12bdbeda47bf65b2aaa154ccdc54.jpg",640,1,23,"131a-cam-do-xe",0.9227,1669.6212,500.8953,1706.9396,556.3037,147.6465,2327.3497,2487.9698,119.7347,296.5693,338.9688,36.2777,,"CPU"
"yolo11s_640","ch0_20250511161758_20250511162258_f03029_jpg.rf.e60388f056fd6de3298bc7058207e5f0.jpg",640,1,23,"131a-cam-do-xe",0.9053,1503.8728,493.4156,1556.0908,555.6747,147.4313,2321.5321,2482.3124,120.4515,289.6631,332.4961,36.2777,,"CPU"
"yolo11s_640","ch0_20250511163258_20250511163758_f05772_jpg.rf.dc078d52f13ec83aeca168a74000650f.jpg",640,1,9,"124b-cam-oto-quay-dau-xe",0.8252,1224.5654,621.3210,1260.7542,657.2422,147.4459,2325.4351,2489.5740,119.9792,284.6240,327.3516,36.2777,,"CPU"
"yolo11s_640","ch0_20250511163759_20250511164259_f05863_jpg.rf.207a395b469f8a7123bcb8a55f7dbde0.jpg",640,2,6,"123a-cam-re-trai",0.8715,587.9388,187.4532,685.2564,280.9570,147.4351,2315.7981,2475.1637,119.9916,299.6318,338.9531,36.2777,,"CPU"
"yolo11s_640","ch0_20250517125209_20250517125709_f01287_jpg.rf.125dce0ef81540ea0d3244f51213b4ca.jpg",640,1,6,"123a-cam-re-trai",0.9232,1427.3607,605.4988,1469.7173,652.2794,147.5838,2323.5108,2484.6773,119.4517,295.0654,337.7656,36.2777,,"CPU"
"yolo11s_640","ch0_20250517125709_20250517130209_f01937_jpg.rf.c6f1222828b588ac2d440b15e1af0634.jpg",640,1,27,"134-het-han-che-toc-do-toi-da",0.7044,1077.2334,691.2342,1110.8776,725.1422,147.7514,2323.5559,2483.3538,120.4009,288.3623,331.2305,36.2777,,"CPU"
"yolo11s_640","ch0_20250517125709_20250517130209_f01989_jpg.rf.b076ffddc9286b5a1fca351aaef1d7e9.jpg",640,1,27,"134-het-han-che-toc-do-toi-da",0.9750,1352.4012,502.0159,1442.1980,599.0746,147.8433,2318.1016,2483.7255,119.6580,283.8574,326.7148,36.2777,,"CPU"
"yolo11s_640","ch0_20250517162300_20250517162800_f05330_jpg.rf.004ce4e33d87f72d849ccc28afccd879.jpg",640,1,17,"127-toc-do-toi-da-60",0.8086,1358.8657,545.2456,1409.0607,601.4989,147.8194,2318.8776,2480.1132,120.2763,298.7217,341.3125,36.2777,,"CPU"
"yolo11s_640","ch0_20250517162801_20250517163301_f02184_jpg.rf.bf656ec4c0279059e2775f8a0b3306ac.jpg",640,2,21,"128-cam-su-dung-coi",0.8142,1635.6410,350.5647,1690.5646,425.0952,151.8464,2317.4412,2482.5371,121.4071,292.0576,334.6875,36.2777,,"CPU"
"yolo11s_640","ch0_20250517164301_20250517164801_f00507_jpg.rf.69bb4eae7f768bb5d9a88a35980330f1.jpg",640,2,22,"130-cam-dung-va-do-xe",0.9132,1563.2589,340.1597,1643.8004,443.3334,147.5626,2323.9880,2488.8994,120.5745,287.1904,329.9922,36.2777,,"CPU"
"yolo11s_640","ch0_20250517171302_20250517171802_f01924_jpg.rf.e561c9eba1571fc7c47d3793e83a9454.jpg",640,1,1,"103a-cam-oto",0.8264,1410.2480,674.0572,1437.4427,701.9079,147.6906,2319.3218,2484.5085,119.7811,282.2842,325.3984,36.2777,,"CPU"
